title,author,level,rating_band,skill,book_theme,chapter,chapter_theme,what_this_chapter_teaches,what_weakness_it_solves,folder_path,relative_path,file_path
Giovanni Falchetta - 1.d4 d5 2.c4 Bf5 - Keres Defence,Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Giovanni Falchetta - 1.d4 d5 2.c4 Bf5 - Keres Defence.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Giovanni Falchetta - 1.d4 d5 2.c4 Bf5 - Keres Defence.pdf
Gligoric & O'kelly - Bobby Fischer Campeon Del Mundo (SPANISH),Unknown,U1400,U1400,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Gligoric & O'kelly -  Bobby Fischer Campeon Del Mundo (SPANISH).pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Gligoric & O'kelly -  Bobby Fischer Campeon Del Mundo (SPANISH).pdf
Gligoric & Wade - The World Chess Championship,Unknown,All Ratings,All Ratings,Annotated Games and Thought Process,A annotated games and thought process book intended to improve practical understanding and decision-making.,Whole Book Overview,A annotated games and thought process book intended to improve practical understanding and decision-making.,A annotated games and thought process book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Gligoric & Wade - The World Chess Championship.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Gligoric & Wade - The World Chess Championship.pdf
globe2,Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\globe2.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\globe2.pdf
Golombek - 1930 Scarborough International Tournament,Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Golombek  - 1930 Scarborough International Tournament.PDF,C:\Chess books\PDF imp\John Books\Books\E-Books\Golombek  - 1930 Scarborough International Tournament.PDF
Gordon Smyth - How to Beat the Computer at Chess (1995),Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Gordon Smyth - How to Beat the Computer at Chess (1995).pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Gordon Smyth - How to Beat the Computer at Chess (1995).pdf
Gossip - Theory of the Chess Openings,Unknown,All Ratings,All Ratings,Opening Understanding,"An opening-focused book built around repertoire choices, structures, and typical plans.",Whole Book Overview,"An opening-focused book built around repertoire choices, structures, and typical plans.","An opening-focused book built around repertoire choices, structures, and typical plans.","Directionless opening play, weak move-order awareness, and poor repertoire structure.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Gossip - Theory of the Chess Openings.PDF,C:\Chess books\PDF imp\John Books\Books\E-Books\Gossip - Theory of the Chess Openings.PDF
Graham Burgess - The Quickest Chess Victories of All Time,Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Graham Burgess - The Quickest Chess Victories of All Time.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Graham Burgess - The Quickest Chess Victories of All Time.pdf
Granda Zuniga - Gonzales 2003,Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Granda Zuniga - Gonzales 2003.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Granda Zuniga - Gonzales 2003.pdf
Granda Zuniga-Gonzales 2003,Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Granda Zuniga-Gonzales 2003.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Granda Zuniga-Gonzales 2003.pdf
Greif - 200 Perplexing Chess Puzzles,Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Greif - 200 Perplexing Chess Puzzles.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Greif - 200 Perplexing Chess Puzzles.pdf
Gufeld & Stetsko - Winning With the Torre Attack,Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Gufeld & Stetsko - Winning With the Torre Attack.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Gufeld & Stetsko - Winning With the Torre Attack.pdf
Gufeld - Exploiting Small Advantages,Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Gufeld - Exploiting Small Advantages.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Gufeld - Exploiting Small Advantages.pdf
Gufeld - Leonid Stein Master of the Risk Strategy,Unknown,1400-1799,1400-1799,Positional Strategy and Middlegame Planning,A strategic and practical play book connecting positional features with plans and execution.,Whole Book Overview,A strategic and practical play book connecting positional features with plans and execution.,A strategic and practical play book connecting positional features with plans and execution.,"Misjudging plans, weak positional understanding, and drifting through quiet positions without purpose.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Gufeld - Leonid Stein Master of the Risk Strategy.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Gufeld - Leonid Stein Master of the Risk Strategy.pdf
Hajtun - Selected Chess Games of Mikhail Tal,Unknown,All Ratings,All Ratings,Annotated Games and Thought Process,"An annotated game collection designed to explain plans, tactical moments, and practical decisions.",Whole Book Overview,"An annotated game collection designed to explain plans, tactical moments, and practical decisions.","An annotated game collection designed to explain plans, tactical moments, and practical decisions.","Missed tactical motifs, shallow calculation, and failure to notice forcing moves in time.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Hajtun - Selected Chess Games of Mikhail Tal.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Hajtun - Selected Chess Games of Mikhail Tal.pdf
Hall - Budding Chess Champion,Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Hall - Budding Chess Champion.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Hall - Budding Chess Champion.pdf
Hanauer - Chess For You and Me,Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Hanauer - Chess For You and Me.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Hanauer - Chess For You and Me.pdf
Hans Bouwmeester - Winning Chess Combinations,Unknown,All Ratings,All Ratings,Tactics Training,"A tactics-focused training book built around pattern recognition, forcing play, and practical alertness.",Whole Book Overview,"A tactics-focused training book built around pattern recognition, forcing play, and practical alertness.","A tactics-focused training book built around pattern recognition, forcing play, and practical alertness.","Missed tactical motifs, shallow calculation, and failure to notice forcing moves in time.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Hans Bouwmeester - Winning Chess Combinations.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Hans Bouwmeester - Winning Chess Combinations.pdf
Hans Kmoch - Rubinstein's Chess Masterpieces - 100 Selected Games,Unknown,All Ratings,All Ratings,Annotated Games and Thought Process,"An annotated game collection designed to explain plans, tactical moments, and practical decisions.",Whole Book Overview,"An annotated game collection designed to explain plans, tactical moments, and practical decisions.","An annotated game collection designed to explain plans, tactical moments, and practical decisions.","Missed tactical motifs, shallow calculation, and failure to notice forcing moves in time.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Hans Kmoch - Rubinstein's Chess Masterpieces - 100 Selected Games.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Hans Kmoch - Rubinstein's Chess Masterpieces - 100 Selected Games.pdf
"Harding - Colle, London and Blackmar-Diemer Systems",Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,"PDF imp\John Books\Books\E-Books\Harding - Colle, London and Blackmar-Diemer Systems.pdf","C:\Chess books\PDF imp\John Books\Books\E-Books\Harding - Colle, London and Blackmar-Diemer Systems.pdf"
Harding - Winning at Correspondence Chess,Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Harding - Winning at Correspondence Chess.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Harding - Winning at Correspondence Chess.pdf
"Harding, Tim - Better Chess For Average Players",Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,"PDF imp\John Books\Books\E-Books\Harding, Tim - Better Chess For Average Players.pdf","C:\Chess books\PDF imp\John Books\Books\E-Books\Harding, Tim - Better Chess For Average Players.pdf"
Hartston & Reuben - Phillips & Drew Kings Chess Tournament - London 1980,Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Hartston & Reuben - Phillips & Drew Kings Chess Tournament - London 1980.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Hartston & Reuben - Phillips & Drew Kings Chess Tournament - London 1980.pdf
Hartston - Teach Yourself Better Chess,Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Hartston - Teach Yourself Better Chess.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Hartston - Teach Yourself Better Chess.pdf
Hays - Winning Chess Tactics for Juniors,Unknown,1400-1799,1400-1799,Tactics Training,"A tactics-focused training book built around pattern recognition, forcing play, and practical alertness.",Whole Book Overview,"A tactics-focused training book built around pattern recognition, forcing play, and practical alertness.","A tactics-focused training book built around pattern recognition, forcing play, and practical alertness.","Missed tactical motifs, shallow calculation, and failure to notice forcing moves in time.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Hays - Winning Chess Tactics for Juniors.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Hays - Winning Chess Tactics for Juniors.pdf
Healey - 200 Chess Problems (1866),Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Healey - 200 Chess Problems (1866).pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Healey - 200 Chess Problems (1866).pdf
Hodgson & Day - Grand Prix Attack - f4 Against the Sicilian,Unknown,All Ratings,All Ratings,Opening Understanding,"An opening-focused book built around repertoire choices, structures, and typical plans.",Whole Book Overview,"An opening-focused book built around repertoire choices, structures, and typical plans.","An opening-focused book built around repertoire choices, structures, and typical plans.","Directionless opening play, weak move-order awareness, and poor repertoire structure.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Hodgson & Day - Grand Prix Attack - f4 Against the Sicilian.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Hodgson & Day - Grand Prix Attack - f4 Against the Sicilian.pdf
"Hodgson, Julian - f4 Sicilian",Unknown,All Ratings,All Ratings,Opening Understanding,"An opening-focused book built around repertoire choices, structures, and typical plans.",Whole Book Overview,"An opening-focused book built around repertoire choices, structures, and typical plans.","An opening-focused book built around repertoire choices, structures, and typical plans.","Directionless opening play, weak move-order awareness, and poor repertoire structure.",C:\Chess books\PDF imp\John Books\Books\E-Books,"PDF imp\John Books\Books\E-Books\Hodgson, Julian  - f4 Sicilian.pdf","C:\Chess books\PDF imp\John Books\Books\E-Books\Hodgson, Julian  - f4 Sicilian.pdf"
"Hodgson, Julian - Sicilian Sveshnikov",Unknown,All Ratings,All Ratings,Opening Understanding,"An opening-focused book built around repertoire choices, structures, and typical plans.",Whole Book Overview,"An opening-focused book built around repertoire choices, structures, and typical plans.","An opening-focused book built around repertoire choices, structures, and typical plans.","Directionless opening play, weak move-order awareness, and poor repertoire structure.",C:\Chess books\PDF imp\John Books\Books\E-Books,"PDF imp\John Books\Books\E-Books\Hodgson, Julian - Sicilian Sveshnikov.pdf","C:\Chess books\PDF imp\John Books\Books\E-Books\Hodgson, Julian - Sicilian Sveshnikov.pdf"
Hodgson Julian - Sicilian Sveshnikov,Unknown,All Ratings,All Ratings,Opening Understanding,"An opening-focused book built around repertoire choices, structures, and typical plans.",Whole Book Overview,"An opening-focused book built around repertoire choices, structures, and typical plans.","An opening-focused book built around repertoire choices, structures, and typical plans.","Directionless opening play, weak move-order awareness, and poor repertoire structure.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Hodgson__Julian_-_Sicilian_Sveshnikov.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Hodgson__Julian_-_Sicilian_Sveshnikov.pdf
Hofferle - The Rules of Chess,Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Hofferle - The Rules of Chess.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Hofferle - The Rules of Chess.pdf
Hoogendorn- SmithMorra gambit,Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Hoogendorn- SmithMorra gambit.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Hoogendorn- SmithMorra gambit.pdf
Hooperd & Brandreth - The Unknown Capablanca,Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Hooperd & Brandreth - The Unknown Capablanca.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Hooperd & Brandreth - The Unknown Capablanca.pdf
Al Horowitz - New Traps in the Chess Opening,I. A. Horowitz,All Ratings,All Ratings,Opening Understanding,"An opening-focused book built around repertoire choices, structures, and typical plans.",Whole Book Overview,"An opening-focused book built around repertoire choices, structures, and typical plans.","An opening-focused book built around repertoire choices, structures, and typical plans.","Directionless opening play, weak move-order awareness, and poor repertoire structure.",C:\Chess books\PDF imp\John Books\Books\E-Books\Horowitz,PDF imp\John Books\Books\E-Books\Horowitz\Al Horowitz - New Traps in the Chess Opening.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Horowitz\Al Horowitz - New Traps in the Chess Opening.pdf
Horowitz & Mott-Smith - Point Count Chess (positional strategy),I. A. Horowitz,1400-1799,1400-1799,Positional Strategy and Middlegame Planning,A strategic and practical play book connecting positional features with plans and execution.,Whole Book Overview,A strategic and practical play book connecting positional features with plans and execution.,A strategic and practical play book connecting positional features with plans and execution.,"Misjudging plans, weak positional understanding, and drifting through quiet positions without purpose.",C:\Chess books\PDF imp\John Books\Books\E-Books\Horowitz,PDF imp\John Books\Books\E-Books\Horowitz\Horowitz & Mott-Smith - Point Count Chess (positional strategy).pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Horowitz\Horowitz & Mott-Smith - Point Count Chess (positional strategy).pdf
Horowitz - How to Win in the Chess Endings,I. A. Horowitz,All Ratings,All Ratings,Endgame Technique and Theory,"An endgame-focused book covering technical positions, conversion, and defensive method.",Whole Book Overview,"An endgame-focused book covering technical positions, conversion, and defensive method.","An endgame-focused book covering technical positions, conversion, and defensive method.","Late-game technique errors, weak conversion, and imprecise defensive play.",C:\Chess books\PDF imp\John Books\Books\E-Books\Horowitz,PDF imp\John Books\Books\E-Books\Horowitz\Horowitz - How to Win in the Chess Endings.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Horowitz\Horowitz - How to Win in the Chess Endings.pdf
Horowitz - New Traps in the Chess Opening,I. A. Horowitz,All Ratings,All Ratings,Opening Understanding,"An opening-focused book built around repertoire choices, structures, and typical plans.",Whole Book Overview,"An opening-focused book built around repertoire choices, structures, and typical plans.","An opening-focused book built around repertoire choices, structures, and typical plans.","Directionless opening play, weak move-order awareness, and poor repertoire structure.",C:\Chess books\PDF imp\John Books\Books\E-Books\Horowitz,PDF imp\John Books\Books\E-Books\Horowitz\Horowitz - New Traps in the Chess Opening.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Horowitz\Horowitz - New Traps in the Chess Opening.pdf
"Horowitz - The World Chess Championship, A History - 1973",I. A. Horowitz,All Ratings,All Ratings,Annotated Games and Thought Process,A annotated games and thought process book intended to improve practical understanding and decision-making.,Whole Book Overview,A annotated games and thought process book intended to improve practical understanding and decision-making.,A annotated games and thought process book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books\Horowitz,"PDF imp\John Books\Books\E-Books\Horowitz\Horowitz - The World Chess Championship, A History - 1973.pdf","C:\Chess books\PDF imp\John Books\Books\E-Books\Horowitz\Horowitz - The World Chess Championship, A History - 1973.pdf"
Horowitz - Winning Chess Tactics Illustrated,I. A. Horowitz,1400-1799,1400-1799,Tactics Training,"A tactics-focused training book built around pattern recognition, forcing play, and practical alertness.",Whole Book Overview,"A tactics-focused training book built around pattern recognition, forcing play, and practical alertness.","A tactics-focused training book built around pattern recognition, forcing play, and practical alertness.","Missed tactical motifs, shallow calculation, and failure to notice forcing moves in time.",C:\Chess books\PDF imp\John Books\Books\E-Books\Horowitz,PDF imp\John Books\Books\E-Books\Horowitz\Horowitz - Winning Chess Tactics Illustrated.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Horowitz\Horowitz - Winning Chess Tactics Illustrated.pdf
"Horowitz, Al - The world chess chamionship",I. A. Horowitz,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books\Horowitz,"PDF imp\John Books\Books\E-Books\Horowitz\Horowitz, Al - The world chess chamionship.pdf","C:\Chess books\PDF imp\John Books\Books\E-Books\Horowitz\Horowitz, Al - The world chess chamionship.pdf"
I. A. Horowitz - How to Win in the Chess Endings,I. A. Horowitz,All Ratings,All Ratings,Endgame Technique and Theory,"An endgame-focused book covering technical positions, conversion, and defensive method.",Whole Book Overview,"An endgame-focused book covering technical positions, conversion, and defensive method.","An endgame-focused book covering technical positions, conversion, and defensive method.","Late-game technique errors, weak conversion, and imprecise defensive play.",C:\Chess books\PDF imp\John Books\Books\E-Books\Horowitz,PDF imp\John Books\Books\E-Books\Horowitz\I. A. Horowitz - How to Win in the Chess Endings.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Horowitz\I. A. Horowitz - How to Win in the Chess Endings.pdf
I. A. Horowitz - Winning Chess Tactics Illustrated,I. A. Horowitz,1400-1799,1400-1799,Tactics Training,"A tactics-focused training book built around pattern recognition, forcing play, and practical alertness.",Whole Book Overview,"A tactics-focused training book built around pattern recognition, forcing play, and practical alertness.","A tactics-focused training book built around pattern recognition, forcing play, and practical alertness.","Missed tactical motifs, shallow calculation, and failure to notice forcing moves in time.",C:\Chess books\PDF imp\John Books\Books\E-Books\Horowitz,PDF imp\John Books\Books\E-Books\Horowitz\I. A. Horowitz - Winning Chess Tactics Illustrated.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Horowitz\I. A. Horowitz - Winning Chess Tactics Illustrated.pdf
Hort & Jansa - Der Beste Zug (GERMAN),Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Hort & Jansa - Der Beste Zug (GERMAN).pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Hort & Jansa - Der Beste Zug (GERMAN).pdf
How to Beat the Computer at Chess,Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\How to Beat the Computer at Chess.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\How to Beat the Computer at Chess.pdf
How to Cheat at Internet Chess,Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\How to Cheat at Internet Chess.PDF,C:\Chess books\PDF imp\John Books\Books\E-Books\How to Cheat at Internet Chess.PDF
How to Play Chess Openings,Unknown,All Ratings,All Ratings,Opening Understanding,"An opening-focused book built around repertoire choices, structures, and typical plans.",Whole Book Overview,"An opening-focused book built around repertoire choices, structures, and typical plans.","An opening-focused book built around repertoire choices, structures, and typical plans.","Directionless opening play, weak move-order awareness, and poor repertoire structure.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\How to Play Chess Openings.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\How to Play Chess Openings.pdf
How to Reassess Your Chess [Jeremy SILMAN],Jeremy Silman,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\How to Reassess Your Chess [Jeremy SILMAN].pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\How to Reassess Your Chess [Jeremy SILMAN].pdf
How To Study The Chess Opening,Unknown,All Ratings,All Ratings,Opening Understanding,"An opening-focused book built around repertoire choices, structures, and typical plans.",Whole Book Overview,"An opening-focused book built around repertoire choices, structures, and typical plans.","An opening-focused book built around repertoire choices, structures, and typical plans.","Directionless opening play, weak move-order awareness, and poor repertoire structure.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\How To Study The Chess Opening.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\How To Study The Chess Opening.pdf
